edad,genero,nivel_educativo,ingresos_mensuales,ocupacion,interes_tema,uso_tecnologia,horas_disponibles,promociones_recibidas,matricula
51,F,Secundaria,942.0,Empleado,3,4,9,1,0
64,F,Técnico,1278.0,Empleado,4,1,10,1,0
41,F,Primaria,1570.0,Desempleado,4,4,6,0,0
39,M,Universitario,1877.0,Empleado,2,1,3,1,0
22,F,Universitario,2673.0,Empleado,2,5,0,1,0
50,F,Técnico,1488.0,Empleado,3,4,0,1,0
53,F,Postgrado,1051.0,Empleado,1,3,16,1,0
64,M,Universitario,2057.0,Empleado,1,2,9,1,0
37,M,Universitario,1820.0,Independiente,5,5,4,0,0
36,F,Universitario,1346.0,Estudiante,1,3,6,0,0
52,F,Secundaria,1888.0,Desempleado,2,5,7,0,0
60,M,Universitario,1193.0,Empleado,1,4,1,0,0
34,M,Secundaria,1076.0,Estudiante,5,5,8,0,0
62,F,Secundaria,200.0,Independiente,4,5,3,0,0
60,F,Postgrado,1238.0,Desempleado,1,5,11,1,0
51,M,Universitario,200.0,Empleado,1,1,10,1,0
26,F,Técnico,988.0,Empleado,2,3,4,1,0
43,F,Secundaria,1964.0,Empleado,3,4,11,1,0
19,F,Universitario,296.0,Estudiante,4,2,20,0,0
26,F,Primaria,1348.0,Independiente,3,4,3,1,0
26,M,Primaria,1552.0,Independiente,5,4,12,1,0
57,F,Primaria,1309.0,Empleado,5,1,0,0,0
34,M,Técnico,1115.0,Empleado,3,1,17,1,0
18,F,Universitario,1760.0,Estudiante,2,5,3,0,0
42,F,Primaria,1871.0,Desempleado,2,4,3,0,0
60,M,Universitario,1501.0,Empleado,2,3,7,0,0
57,F,Secundaria,1159.0,Empleado,4,1,19,1,0
59,Otro,Universitario,2192.0,Empleado,5,1,5,1,0
42,M,Postgrado,451.0,Empleado,5,3,3,1,0
56,F,Universitario,2050.0,Empleado,5,1,3,1,0
52,F,Universitario,1836.0,Estudiante,4,3,10,0,0
20,F,Postgrado,1659.0,Independiente,5,2,8,1,0
54,M,Técnico,1492.0,Empleado,3,3,13,1,0
61,M,Universitario,200.0,Independiente,1,2,3,0,0
61,M,Universitario,2610.0,Empleado,4,5,12,1,1
47,F,Técnico,2171.0,Empleado,1,5,5,0,0
55,M,Secundaria,731.0,Independiente,3,1,12,0,0
51,F,Postgrado,2107.0,Empleado,2,3,2,1,0
29,M,Universitario,1651.0,Empleado,2,1,6,1,0
36,F,Secundaria,1034.0,Independiente,2,3,0,1,0
54,M,Técnico,2453.0,Estudiante,4,1,10,1,0
61,M,Universitario,1155.0,Empleado,2,5,1,0,0
34,M,Técnico,2585.0,Desempleado,4,5,4,1,0
27,M,Universitario,1927.0,Empleado,4,1,13,1,0
64,F,Universitario,2265.0,Empleado,1,3,12,1,0
29,F,Universitario,1963.0,Empleado,2,4,15,1,0
33,F,Técnico,1926.0,Empleado,5,3,14,1,1
41,F,Universitario,1672.0,Independiente,2,1,2,1,0
36,F,Universitario,919.0,Empleado,2,3,5,1,0
25,F,Universitario,1550.0,Empleado,2,2,8,1,0
48,F,Técnico,2233.0,Empleado,5,3,2,1,0
38,F,Técnico,2075.0,Empleado,5,5,12,0,0
34,M,Postgrado,1901.0,Estudiante,4,5,12,1,1
40,F,Secundaria,200.0,Empleado,5,2,6,1,0
54,M,Secundaria,1329.0,Estudiante,4,3,4,1,0
33,F,Técnico,1245.0,Estudiante,1,4,7,1,0
23,F,Universitario,617.0,Estudiante,4,3,7,0,0
25,M,Secundaria,2223.0,Desempleado,2,5,6,0,0
42,M,Secundaria,200.0,Estudiante,3,5,18,0,0
35,F,Primaria,2169.0,Empleado,3,1,6,0,0
42,F,Universitario,2563.0,Desempleado,2,5,3,1,0
29,M,Secundaria,1332.0,Empleado,4,1,9,0,0
32,F,Técnico,1441.0,Empleado,2,5,12,1,0
43,F,Técnico,2274.0,Empleado,5,5,3,1,0
58,F,Universitario,889.0,Empleado,4,4,18,0,0
62,Otro,Técnico,2029.0,Empleado,2,1,9,0,0
43,F,Secundaria,766.0,Independiente,5,1,6,1,0
64,M,Técnico,526.0,Empleado,5,5,4,0,0
49,F,Postgrado,1737.0,Empleado,4,1,2,0,0
27,F,Universitario,1479.0,Estudiante,1,5,1,1,0
33,M,Postgrado,200.0,Empleado,1,5,10,1,0
24,M,Universitario,2632.0,Independiente,5,3,9,1,1
34,M,Primaria,1168.0,Estudiante,1,1,12,0,0
40,F,Universitario,1909.0,Empleado,5,2,6,0,0
43,F,Secundaria,2784.0,Empleado,1,1,9,1,0
38,F,Técnico,1698.0,Estudiante,5,1,3,1,0
39,F,Secundaria,2519.0,Estudiante,5,4,19,1,1
24,F,Secundaria,810.0,Independiente,5,2,15,0,0
31,M,Postgrado,2637.0,Empleado,5,2,19,0,0
32,M,Secundaria,839.0,Estudiante,3,4,5,0,0
24,M,Universitario,1043.0,Empleado,1,4,8,1,0
26,M,Primaria,336.0,Empleado,5,1,12,0,0
65,F,Primaria,1715.0,Empleado,2,3,6,1,0
25,F,Universitario,2005.0,Empleado,4,4,17,0,0
40,M,Universitario,2113.0,Independiente,2,2,13,1,0
46,F,Universitario,355.0,Estudiante,2,2,4,0,0
35,F,Secundaria,1800.0,Independiente,3,1,12,1,0
48,M,Técnico,1830.0,Desempleado,1,3,7,0,0
47,M,Universitario,1992.0,Empleado,3,5,14,1,0
56,M,Universitario,882.0,Independiente,1,4,18,1,0
52,M,Técnico,200.0,Empleado,5,4,8,0,0
35,F,Postgrado,2065.0,Estudiante,3,1,5,1,0
59,M,Universitario,1383.0,Estudiante,4,3,13,1,1
56,M,Postgrado,1724.0,Independiente,1,2,9,1,0
34,F,Universitario,1424.0,Desempleado,3,2,8,1,0
31,Otro,Universitario,1688.0,Independiente,4,5,16,1,1
48,M,Primaria,2090.0,Estudiante,2,2,12,0,0
41,M,Técnico,200.0,Empleado,5,4,16,0,0
52,M,Universitario,2413.0,Estudiante,5,5,18,1,1
61,M,Secundaria,1354.0,Empleado,2,3,12,1,0
62,M,Secundaria,2802.0,Empleado,3,5,8,0,0
51,F,Secundaria,1132.0,Independiente,2,3,0,1,0
20,M,Secundaria,955.0,Independiente,4,2,0,0,0
54,M,Postgrado,1381.0,Estudiante,1,1,4,1,0
60,F,Universitario,1900.0,Empleado,3,5,7,1,0
57,M,Técnico,1281.0,Empleado,1,5,17,1,0
43,M,Primaria,1958.0,Independiente,2,4,3,0,0
40,M,Universitario,1190.0,Empleado,5,4,0,1,0
61,Otro,Universitario,1528.0,Empleado,1,3,14,1,0
56,M,Postgrado,3289.0,Desempleado,1,1,19,1,0
32,F,Técnico,1786.0,Empleado,5,4,3,0,0
21,F,Secundaria,1850.0,Independiente,1,4,8,1,0
46,M,Técnico,322.0,Independiente,1,2,19,1,0
39,Otro,Postgrado,2583.0,Empleado,5,2,9,1,0
42,M,Universitario,2353.0,Empleado,5,4,14,1,1
30,M,Universitario,928.0,Desempleado,2,3,2,1,0
35,F,Secundaria,2337.0,Empleado,2,1,1,0,0
50,F,Universitario,1764.0,Empleado,1,4,4,1,0
33,F,Universitario,1537.0,Empleado,3,3,0,1,0
62,M,Secundaria,2533.0,Independiente,2,3,10,0,0
59,M,Técnico,1090.0,Independiente,2,4,11,1,0
61,F,Secundaria,922.0,Empleado,3,3,2,0,0
19,M,Secundaria,1666.0,Independiente,3,5,15,0,0
52,M,Primaria,1923.0,Estudiante,5,3,13,1,0
59,M,Secundaria,2273.0,Empleado,2,4,11,1,0
51,M,Técnico,1379.0,Empleado,4,3,19,1,1
47,F,Primaria,820.0,Empleado,4,4,15,1,0
30,M,Secundaria,3523.0,Empleado,1,2,20,1,0
30,Otro,Universitario,631.0,Independiente,2,4,7,1,0
35,M,Técnico,1544.0,Estudiante,4,3,16,1,1
49,F,Universitario,2124.0,Empleado,2,4,16,1,0
49,M,Técnico,2421.0,Independiente,2,1,6,1,0
52,M,Universitario,1046.0,Independiente,4,4,14,0,0
56,M,Secundaria,200.0,Desempleado,2,4,8,1,0
63,M,Universitario,1028.0,Empleado,3,1,3,1,0
46,F,Secundaria,2189.0,Estudiante,1,1,7,1,0
46,Otro,Universitario,2010.0,Estudiante,5,1,9,1,0
61,F,Secundaria,2036.0,Independiente,4,5,14,0,0
33,M,Universitario,2069.0,Estudiante,5,4,17,1,1
61,M,Técnico,2572.0,Empleado,1,1,13,0,0
64,M,Técnico,879.0,Empleado,3,1,4,0,0
27,F,Secundaria,542.0,Empleado,3,2,8,1,0
47,F,Universitario,1796.0,Desempleado,3,5,12,1,0
42,F,Postgrado,661.0,Estudiante,3,4,18,1,0
56,M,Universitario,491.0,Estudiante,4,3,10,0,0
37,F,Primaria,2479.0,Estudiante,4,5,11,1,0
22,M,Técnico,1700.0,Empleado,2,5,2,1,0
18,F,Postgrado,1523.0,Empleado,2,2,1,0,0
47,F,Técnico,1539.0,Empleado,1,4,14,0,0
20,F,Universitario,1415.0,Empleado,2,4,4,0,0
62,F,Postgrado,2474.0,Independiente,1,1,6,1,0
31,M,Universitario,288.0,Empleado,1,1,3,1,0
47,F,Técnico,255.0,Estudiante,1,5,4,1,0
21,M,Técnico,751.0,Estudiante,3,2,15,1,0
35,F,Secundaria,1731.0,Empleado,5,4,14,1,1
54,M,Universitario,2944.0,Empleado,5,2,15,1,0
42,F,Secundaria,2195.0,Independiente,4,3,3,1,0
65,F,Secundaria,1974.0,Empleado,1,4,5,1,0
18,F,Técnico,1436.0,Independiente,3,1,17,1,0
63,F,Secundaria,434.0,Empleado,2,5,2,1,0
32,F,Universitario,1912.0,Empleado,2,2,4,0,0
26,F,Universitario,3121.0,Empleado,4,1,1,0,0
32,F,Técnico,1308.0,Empleado,4,5,15,1,1
41,F,Técnico,1051.0,Estudiante,1,1,5,0,0
21,M,Postgrado,1312.0,Desempleado,1,4,14,1,0
29,Otro,Primaria,1980.0,Estudiante,2,2,17,1,0
54,F,Universitario,1589.0,Independiente,2,3,5,0,0
54,F,Postgrado,2228.0,Independiente,2,1,12,1,0
60,M,Técnico,1473.0,Desempleado,2,2,12,1,0
23,M,Técnico,1307.0,Independiente,5,4,0,0,0
56,F,Postgrado,1683.0,Empleado,1,1,15,1,0
63,M,Secundaria,1068.0,Empleado,1,4,3,1,0
41,F,Técnico,2893.0,Independiente,2,3,16,0,0
28,F,Técnico,2158.0,Empleado,3,3,17,0,0
30,M,Secundaria,620.0,Estudiante,2,5,15,0,0
51,F,Universitario,903.0,Empleado,4,5,0,0,0
42,F,Universitario,1952.0,Estudiante,3,5,5,0,0
24,F,Universitario,1647.0,Empleado,4,4,10,1,1
21,F,Secundaria,1742.0,Estudiante,3,5,5,0,0
25,M,Primaria,1346.0,Estudiante,4,2,16,1,0
37,F,Universitario,1864.0,Empleado,2,4,3,0,0
46,M,Primaria,1365.0,Empleado,2,4,13,1,0
62,F,Universitario,1951.0,Independiente,3,5,13,1,0
63,F,Técnico,2118.0,Desempleado,4,5,19,1,1
27,M,Universitario,2785.0,Empleado,5,4,7,1,1
60,F,Técnico,1088.0,Empleado,3,3,1,0,0
51,F,Técnico,1491.0,Estudiante,3,3,4,1,0
43,M,Secundaria,525.0,Estudiante,1,5,3,0,0
58,Otro,Secundaria,2961.0,Independiente,3,3,9,0,0
20,M,Técnico,200.0,Independiente,5,2,19,1,0
23,M,Universitario,2846.0,Independiente,2,2,20,1,0
22,F,Universitario,1575.0,Empleado,4,2,2,0,0
22,F,Universitario,1835.0,Empleado,1,4,15,1,0
64,F,Postgrado,1367.0,Empleado,4,4,9,1,1
40,F,Secundaria,1525.0,Estudiante,2,4,14,1,0
26,F,Primaria,1970.0,Independiente,3,4,3,0,0
52,F,Secundaria,200.0,Empleado,5,4,0,0,0
37,M,Universitario,978.0,Independiente,1,5,14,1,0
59,M,Técnico,824.0,Empleado,5,3,9,0,0
52,M,Universitario,1858.0,Independiente,5,5,19,1,1
35,M,Técnico,1503.0,Empleado,5,3,17,1,1
34,F,Postgrado,1994.0,Empleado,5,5,15,1,1
41,M,Postgrado,1632.0,Independiente,2,2,20,1,0
20,M,Primaria,2347.0,Independiente,5,1,8,1,0
49,M,Técnico,908.0,Empleado,5,4,18,1,1
52,F,Universitario,1547.0,Empleado,2,1,16,1,0
55,F,Secundaria,2387.0,Independiente,4,1,9,0,0
30,F,Técnico,2227.0,Independiente,2,2,18,1,0
64,F,Universitario,316.0,Estudiante,3,1,7,1,0
42,F,Secundaria,683.0,Empleado,2,1,18,1,0
26,F,Universitario,1435.0,Estudiante,4,2,4,1,0
21,M,Universitario,1312.0,Independiente,3,3,1,1,0
31,F,Primaria,1448.0,Independiente,3,5,14,1,0
54,F,Técnico,2137.0,Independiente,1,1,16,1,0
51,F,Secundaria,1732.0,Empleado,5,4,9,1,1
28,F,Universitario,1778.0,Desempleado,3,2,20,0,0
58,F,Secundaria,2036.0,Independiente,3,1,20,0,0
20,F,Universitario,2359.0,Empleado,4,3,1,1,0
45,F,Técnico,200.0,Independiente,3,3,8,1,0
46,M,Secundaria,1191.0,Empleado,4,4,1,1,0
26,F,Técnico,794.0,Empleado,5,1,17,0,0
20,M,Técnico,1880.0,Empleado,1,4,11,0,0
42,F,Técnico,1130.0,Independiente,1,3,14,0,0
51,F,Técnico,1561.0,Empleado,5,3,20,1,1
29,M,Técnico,2182.0,Independiente,5,5,19,0,0
59,F,Secundaria,1018.0,Empleado,2,3,5,0,0
26,M,Primaria,1790.0,Independiente,3,2,17,1,0
32,F,Universitario,2743.0,Empleado,3,5,12,1,0
57,M,Técnico,2165.0,Empleado,3,4,3,0,0
42,F,Técnico,231.0,Independiente,4,3,11,1,1
22,M,Universitario,1267.0,Empleado,2,2,8,1,0
28,F,Técnico,1785.0,Empleado,3,5,1,1,0
51,M,Universitario,1942.0,Estudiante,4,2,15,1,0
41,F,Secundaria,1298.0,Empleado,4,5,0,1,0
32,F,Primaria,988.0,Empleado,1,5,3,0,0
55,Otro,Postgrado,1554.0,Empleado,4,5,14,0,0
25,F,Técnico,630.0,Empleado,5,4,19,1,1
22,F,Universitario,2380.0,Empleado,4,5,0,1,0
65,M,Secundaria,2995.0,Empleado,5,5,19,1,1
43,M,Universitario,1816.0,Independiente,5,2,14,0,0
35,M,Universitario,1314.0,Empleado,1,5,2,1,0
23,F,Primaria,2253.0,Independiente,1,4,12,0,0
54,F,Universitario,2118.0,Empleado,4,2,17,1,0
65,M,Técnico,1280.0,Empleado,1,5,12,0,0
30,F,Universitario,1462.0,Desempleado,1,2,9,1,0
45,F,Técnico,1012.0,Independiente,3,4,19,0,0
22,F,Universitario,1632.0,Independiente,4,2,6,0,0
30,M,Primaria,1739.0,Estudiante,4,4,7,0,0
34,M,Secundaria,876.0,Empleado,4,3,0,1,0
57,F,Universitario,640.0,Independiente,1,5,17,0,0
62,F,Universitario,439.0,Independiente,1,4,11,1,0
49,M,Primaria,1833.0,Desempleado,5,5,17,1,0
46,F,Técnico,1491.0,Empleado,2,4,11,1,0
20,F,Técnico,1433.0,Empleado,2,1,19,0,0
57,F,Técnico,1872.0,Independiente,2,1,8,1,0
51,F,Secundaria,779.0,Desempleado,3,1,1,1,0
57,M,Universitario,644.0,Independiente,1,4,13,1,0
44,M,Secundaria,1693.0,Empleado,5,5,3,1,0
30,F,Universitario,200.0,Empleado,5,1,14,1,0
62,M,Universitario,1293.0,Empleado,2,5,16,1,0
50,M,Técnico,3473.0,Empleado,3,4,18,1,0
23,M,Secundaria,421.0,Desempleado,3,5,5,1,0
41,M,Secundaria,1156.0,Desempleado,2,5,8,0,0
36,M,Técnico,200.0,Independiente,2,1,16,0,0
33,M,Universitario,1313.0,Empleado,1,2,14,0,0
57,M,Técnico,3073.0,Empleado,3,3,4,0,0
45,M,Universitario,1874.0,Empleado,5,4,17,1,1
50,F,Técnico,1009.0,Empleado,2,4,3,1,0
65,F,Secundaria,3245.0,Desempleado,1,4,20,0,0
58,F,Primaria,200.0,Empleado,5,3,1,1,0
30,M,Primaria,1863.0,Empleado,3,2,18,0,0
60,M,Secundaria,1552.0,Empleado,2,5,4,1,0
62,F,Técnico,1302.0,Estudiante,2,4,3,1,0
42,F,Universitario,2146.0,Empleado,1,5,4,0,0
59,F,Universitario,554.0,Empleado,1,1,18,1,0
53,M,Secundaria,1750.0,Empleado,3,1,12,0,0
44,F,Secundaria,1649.0,Empleado,2,1,15,1,0
55,M,Secundaria,803.0,Estudiante,1,4,11,1,0
24,M,Secundaria,3060.0,Empleado,2,3,8,0,0
22,F,Técnico,1355.0,Empleado,3,4,15,1,0
60,F,Técnico,1389.0,Independiente,2,1,13,0,0
62,M,Secundaria,678.0,Desempleado,5,1,0,0,0
48,M,Secundaria,1369.0,Estudiante,2,4,19,1,0
40,F,Primaria,3368.0,Estudiante,4,3,20,1,0
59,M,Secundaria,1298.0,Empleado,4,3,3,1,0
27,M,Universitario,1915.0,Empleado,3,5,8,1,0
49,M,Secundaria,2260.0,Empleado,3,2,18,1,0
60,F,Técnico,1355.0,Empleado,3,1,13,0,0
47,M,Técnico,1172.0,Empleado,5,3,11,1,1
56,Otro,Universitario,1878.0,Empleado,5,1,3,1,0
48,F,Universitario,1307.0,Estudiante,2,2,6,1,0
35,Otro,Universitario,1235.0,Empleado,1,1,16,0,0
53,F,Primaria,2252.0,Independiente,4,3,0,1,0
19,M,Técnico,1444.0,Independiente,4,5,13,1,1
31,M,Universitario,2471.0,Estudiante,4,4,14,1,1
30,M,Primaria,1426.0,Desempleado,2,4,11,1,0
46,M,Técnico,446.0,Empleado,2,3,11,0,0
29,F,Universitario,200.0,Independiente,3,3,5,1,0
56,M,Técnico,200.0,Estudiante,1,2,12,1,0
19,M,Primaria,200.0,Estudiante,3,1,15,1,0
49,M,Primaria,1713.0,Independiente,2,2,13,0,0
30,F,Técnico,723.0,Empleado,5,4,6,1,1
63,M,Secundaria,200.0,Empleado,3,1,15,1,0
44,M,Universitario,1395.0,Desempleado,2,2,8,0,0
58,M,Universitario,635.0,Independiente,2,4,13,0,0
34,F,Secundaria,1870.0,Empleado,5,1,6,1,0
57,F,Universitario,1851.0,Independiente,5,5,11,1,1
48,M,Técnico,1935.0,Estudiante,5,5,2,0,0
51,M,Secundaria,200.0,Independiente,1,2,13,0,0
41,M,Universitario,1536.0,Empleado,2,3,18,0,0
62,M,Universitario,1403.0,Empleado,5,1,10,0,0
52,F,Universitario,523.0,Estudiante,1,2,4,1,0
65,F,Universitario,200.0,Empleado,4,3,12,0,0
23,M,Universitario,1413.0,Empleado,4,3,9,0,0
36,F,Universitario,2351.0,Empleado,4,1,6,1,0
47,M,Técnico,200.0,Empleado,2,1,16,0,0
24,F,Universitario,834.0,Empleado,1,3,15,1,0
27,F,Postgrado,1605.0,Estudiante,1,4,7,1,0
58,M,Universitario,2400.0,Estudiante,4,2,16,1,0
49,F,Secundaria,1250.0,Estudiante,3,1,12,1,0
51,M,Técnico,3045.0,Desempleado,4,3,10,1,1
45,M,Técnico,200.0,Estudiante,2,4,19,0,0
32,M,Secundaria,200.0,Estudiante,4,5,17,1,1
47,M,Postgrado,2314.0,Estudiante,4,3,4,1,0
54,F,Secundaria,200.0,Independiente,1,4,5,0,0
46,F,Secundaria,1869.0,Independiente,4,5,19,1,1
39,F,Postgrado,1264.0,Empleado,5,4,13,1,1
21,F,Técnico,779.0,Estudiante,5,1,11,0,0
37,F,Primaria,1159.0,Desempleado,3,3,3,1,0
49,M,Técnico,469.0,Empleado,2,5,6,1,0
53,F,Universitario,1245.0,Estudiante,2,4,10,1,0
21,M,Primaria,1514.0,Empleado,1,5,19,1,0
44,F,Postgrado,1167.0,Empleado,2,2,1,1,0
34,F,Técnico,1032.0,Estudiante,3,3,3,0,0
29,M,Técnico,1703.0,Estudiante,5,1,6,0,0
39,F,Técnico,2828.0,Empleado,1,5,0,0,0
34,F,Universitario,1287.0,Estudiante,5,4,14,1,1
27,F,Secundaria,2156.0,Empleado,3,5,19,1,0
18,M,Secundaria,727.0,Empleado,1,4,7,1,0
39,M,Técnico,433.0,Empleado,4,5,4,1,0
43,M,Universitario,1863.0,Desempleado,2,1,13,1,0
35,M,Primaria,1313.0,Empleado,3,1,17,1,0
31,M,Universitario,2404.0,Desempleado,1,3,2,0,0
64,F,Universitario,2560.0,Estudiante,5,1,1,1,0
46,M,Secundaria,2171.0,Independiente,1,5,15,1,0
29,F,Primaria,2154.0,Estudiante,4,5,13,1,0
53,F,Secundaria,200.0,Independiente,3,1,15,0,0
52,F,Técnico,1856.0,Empleado,1,2,10,1,0
29,M,Secundaria,2190.0,Estudiante,3,5,16,1,0
24,F,Técnico,483.0,Estudiante,3,3,2,0,0
46,F,Técnico,1507.0,Empleado,5,2,4,0,0
28,M,Técnico,666.0,Empleado,2,1,2,0,0
50,M,Secundaria,2322.0,Independiente,4,4,14,1,1
23,F,Técnico,735.0,Independiente,1,5,4,0,0
64,M,Universitario,866.0,Estudiante,2,4,2,1,0
32,M,Postgrado,1129.0,Desempleado,5,3,5,1,1
49,M,Universitario,3300.0,Empleado,2,2,13,1,0
28,M,Técnico,2304.0,Empleado,3,4,1,1,0
40,F,Técnico,2790.0,Independiente,3,3,17,0,0
43,M,Secundaria,200.0,Desempleado,4,4,5,1,1
51,F,Secundaria,485.0,Empleado,1,4,4,0,0
63,F,Secundaria,2571.0,Empleado,1,3,13,1,0
51,F,Universitario,200.0,Independiente,5,5,16,0,0
46,F,Secundaria,963.0,Empleado,4,4,10,1,1
21,F,Secundaria,3144.0,Empleado,1,3,0,1,0
34,M,Postgrado,729.0,Estudiante,3,4,9,1,0
52,F,Secundaria,200.0,Estudiante,4,5,8,1,1
30,F,Secundaria,1538.0,Empleado,2,3,19,0,0
58,F,Primaria,200.0,Empleado,4,4,11,0,0
56,F,Técnico,2490.0,Estudiante,4,1,0,1,0
32,M,Universitario,784.0,Empleado,1,5,17,1,0
46,M,Técnico,624.0,Independiente,5,4,11,1,1
46,F,Técnico,1524.0,Independiente,5,2,1,0,0
28,M,Universitario,1176.0,Empleado,1,3,0,1,0
49,F,Universitario,1702.0,Independiente,1,4,0,1,0
19,M,Postgrado,1917.0,Independiente,1,5,0,1,0
64,M,Universitario,1326.0,Empleado,5,5,11,1,1
31,M,Técnico,571.0,Desempleado,1,2,6,1,0
37,M,Secundaria,2084.0,Estudiante,2,2,3,0,0
39,F,Primaria,945.0,Empleado,2,4,20,0,0
28,M,Primaria,805.0,Independiente,3,1,19,1,0
44,Otro,Universitario,1614.0,Estudiante,2,5,3,1,0
20,F,Universitario,200.0,Empleado,4,1,14,1,0
34,M,Técnico,1813.0,Independiente,3,1,0,1,0
61,F,Primaria,1657.0,Estudiante,2,4,5,1,0
45,F,Técnico,2397.0,Empleado,4,3,13,1,1
46,F,Postgrado,1100.0,Empleado,2,3,13,1,0
38,M,Técnico,2560.0,Estudiante,4,3,9,0,0
64,F,Universitario,1924.0,Empleado,1,2,6,1,0
33,F,Universitario,1479.0,Desempleado,4,5,11,1,1
54,M,Postgrado,2953.0,Estudiante,1,2,18,0,0
37,M,Universitario,1576.0,Estudiante,4,5,8,1,1
23,F,Universitario,1085.0,Estudiante,4,5,2,1,0
36,M,Secundaria,1599.0,Desempleado,2,5,3,1,0
22,F,Primaria,1069.0,Empleado,4,4,12,0,0
20,M,Técnico,1799.0,Empleado,2,3,9,0,0
18,F,Secundaria,2557.0,Independiente,4,2,13,0,0
55,F,Postgrado,1494.0,Independiente,5,2,5,0,0
32,M,Secundaria,1572.0,Empleado,3,4,7,1,0
51,M,Universitario,2138.0,Desempleado,2,5,18,0,0
52,F,Técnico,2450.0,Independiente,2,3,9,1,0
42,F,Secundaria,1138.0,Empleado,1,1,4,0,0
41,F,Postgrado,1638.0,Empleado,5,1,4,0,0
29,M,Técnico,2142.0,Estudiante,1,4,4,1,0
35,M,Técnico,1764.0,Empleado,5,3,8,1,1
32,M,Secundaria,200.0,Independiente,5,1,8,1,0
61,F,Universitario,2286.0,Estudiante,4,1,14,1,0
33,M,Secundaria,1918.0,Empleado,1,2,8,1,0
44,M,Técnico,1975.0,Empleado,3,3,13,1,0
25,F,Técnico,546.0,Empleado,5,1,5,1,0
63,F,Universitario,1622.0,Estudiante,5,2,19,0,0
42,M,Universitario,2175.0,Empleado,2,3,7,1,0
34,M,Técnico,796.0,Independiente,4,5,1,0,0
46,F,Secundaria,1004.0,Estudiante,3,3,4,1,0
25,F,Universitario,2188.0,Estudiante,5,4,16,0,0
32,M,Secundaria,966.0,Empleado,2,2,9,1,0
44,F,Técnico,1333.0,Estudiante,1,5,13,1,0
63,F,Técnico,672.0,Estudiante,5,2,17,0,0
24,M,Universitario,2956.0,Empleado,2,2,0,1,0
20,M,Técnico,1916.0,Empleado,1,1,1,0,0
46,F,Técnico,1296.0,Empleado,4,3,3,0,0
61,F,Universitario,1146.0,Empleado,1,2,12,1,0
41,M,Universitario,517.0,Estudiante,5,2,15,1,0
20,F,Secundaria,1412.0,Empleado,3,4,4,1,0
37,F,Técnico,2032.0,Estudiante,1,4,9,1,0
63,M,Universitario,852.0,Independiente,3,4,16,1,0
32,F,Postgrado,1584.0,Independiente,3,2,10,1,0
42,F,Universitario,1206.0,Independiente,1,5,4,1,0
47,M,Técnico,2604.0,Desempleado,4,3,14,0,0
31,M,Secundaria,991.0,Estudiante,1,2,3,0,0
24,M,Universitario,2122.0,Empleado,2,1,6,0,0
34,F,Universitario,2615.0,Empleado,3,5,9,1,0
61,Otro,Secundaria,1198.0,Desempleado,5,5,3,0,0
37,M,Secundaria,1029.0,Estudiante,3,3,19,0,0
53,F,Universitario,2238.0,Estudiante,5,5,4,1,0
26,F,Secundaria,200.0,Empleado,2,3,4,0,0
55,F,Secundaria,1844.0,Empleado,2,5,10,1,0
65,M,Secundaria,240.0,Independiente,2,3,18,0,0
39,M,Secundaria,2478.0,Empleado,1,4,4,0,0
19,M,Técnico,1298.0,Empleado,3,4,20,0,0
41,F,Universitario,1427.0,Independiente,5,5,7,1,1
25,M,Secundaria,921.0,Empleado,2,5,6,1,0
28,F,Secundaria,234.0,Empleado,2,3,7,0,0
30,M,Secundaria,2513.0,Empleado,5,3,12,0,0
34,M,Técnico,1363.0,Empleado,3,2,4,1,0
25,F,Secundaria,4067.0,Empleado,3,4,17,1,0
38,F,Técnico,852.0,Empleado,5,2,8,1,0
35,M,Universitario,983.0,Empleado,4,2,1,1,0
47,M,Primaria,782.0,Empleado,3,1,15,1,0
35,Otro,Primaria,1359.0,Independiente,5,3,13,1,0
63,M,Primaria,2760.0,Estudiante,5,1,16,1,0
64,M,Técnico,2308.0,Empleado,2,1,5,1,0
48,F,Universitario,296.0,Estudiante,5,2,2,0,0
55,M,Primaria,2463.0,Empleado,1,1,16,0,0
49,M,Postgrado,2046.0,Empleado,2,3,12,0,0
28,M,Secundaria,1885.0,Empleado,2,2,5,0,0
62,M,Universitario,953.0,Empleado,3,3,7,0,0
42,M,Técnico,1012.0,Independiente,4,5,5,0,0
50,M,Universitario,1610.0,Empleado,3,1,15,1,0
55,M,Técnico,1057.0,Empleado,1,2,5,1,0
58,M,Técnico,2550.0,Estudiante,2,4,16,1,0
25,F,Universitario,1023.0,Empleado,2,3,20,1,0
28,M,Universitario,200.0,Empleado,5,1,2,0,0
39,M,Técnico,459.0,Desempleado,4,3,11,1,1
41,F,Secundaria,510.0,Empleado,4,3,5,1,1
58,F,Secundaria,1289.0,Empleado,5,5,20,0,0
34,M,Universitario,1673.0,Empleado,1,3,6,0,0
29,F,Técnico,1543.0,Empleado,4,5,10,0,0
63,M,Técnico,1869.0,Desempleado,2,5,8,0,0
49,M,Universitario,1298.0,Independiente,1,5,15,0,0
32,F,Universitario,1326.0,Independiente,3,1,4,0,0
33,F,Universitario,2901.0,Estudiante,3,3,14,0,0
39,M,Universitario,2464.0,Estudiante,1,3,20,0,0
